Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
1456,1456,,2,2,33,0.053741,0.064141,4360.970886,0,0,15,0.000152,0,0,0,0.026268
1457,1457,,2,2,33,0.053741,0.064141,4360.970886,0,0,15,0.000152,0,0,0,0.026268
1458,1458,,3,3,33,0.053485,0.066255,14806,0,0,16,0.000237,0,0,0,0.045824
1459,1459,,5,5,28,0.071638,0.086814,167155.261364,0,0,15,0.000315,0,0,0,0.088155
1460,1460,,10,10,35,0.051674,0.065064,96647.745327,0,0,11,0.000652,0,0,0,0.135324
1461,1461,,7,7,34,0.054427,0.06945,155664.624443,0,0,11,0.000444,0,0,0,0.112994
1462,1462,,3,3,33,0.056896,0.071189,51884.085347,0,0,11,0.000184,0,0,0,0.050343
1463,1463,,4,4,33,0.055141,0.069654,65442.149715,0,0,11,0.000233,0,0,0,0.077938
1464,1464,,1,1,36,0.046315,0.054346,0,0,0,11,0.000089,0,0,0,0.016962
1465,1465,,1,1,36,0.046315,0.054346,0,0,0,11,0.000089,0,0,0,0.016962
1466,1466,,5,5,35,0.048564,0.058903,10276.405952,0,0,11,0.000344,0,0.1,1,0.066166
1467,1467,,5,5,32,0.056117,0.06994,2645.440043,0,0,11,0.000289,0,0,0,0.078957
1468,1468,,5,5,32,0.056235,0.070915,60072.225202,0,0,11,0.000299,0,0.1,1,0.089906
1469,1469,,2,2,31,0.061048,0.071967,6128.973149,0,0,13,0.000155,0,0,0,0.033554
1470,1470,,2,2,35,0.045664,0.050957,10435.277731,0,0,11,0.000194,0,0,0,0.013328
1471,1471,,4,4,34,0.051035,0.062823,1905.330615,0,0,11,0.000262,0,0,0,0.044322
1472,1472,,5,5,32,0.058159,0.07181,40554.562406,0,0,15,0.000312,0,0,0,0.073226
1473,1473,,3,3,33,0.053091,0.065055,5035.966541,0,0,11,0.000187,0,0.333333,1,0.072416
1474,1474,,4,4,33,0.052569,0.062338,29227.800047,0,0,11,0.000334,0,0,0,0.034791
1475,1475,,1,1,34,0.049944,0.057619,0,0,0,11,0.000101,0,0,0,0.011893
1476,1476,,3,3,24,0.079186,0.09006,1598246.204924,0,0,15,0.000205,0,0,0,0.039113
1477,1477,,1,1,33,0.05279,0.062059,0,0,0,12,0.000089,0,0,0,0.019078
1478,1478,,6,6,32,0.055732,0.067938,27403.028311,0,0,12,0.000414,0,0,0,0.071618
1479,1479,,1,1,34,0.049558,0.057039,0,0,0,16,0.00011,0,0,0,0.007078
1480,1480,,2,2,33,0.052142,0.061478,4939,0,0,16,0.000188,0,0,0,0.017047
1481,1481,,1,1,32,0.058161,0.067599,0,0,0,5,0.000092,0,0,0,0.018798
1482,1482,,1,1,32,0.058161,0.067599,0,0,0,5,0.000092,0,0,0,0.018798
1483,1483,,2,2,29,0.064864,0.072795,0,0,0,13,0.000144,0,1,1,0.026178
1484,1484,,6,6,31,0.059459,0.0769,109088.599253,0,0,11,0.000326,0,0.133333,2,0.142277
1485,1485,,2,2,32,0.059856,0.075031,34051.615283,0,0,11,0.000126,0,0,0,0.050432
1486,1486,,3,3,31,0.059412,0.076914,107897.426582,0,0,11,0.000176,0,0,0,0.102113
1487,1487,,3,3,32,0.056355,0.072074,14823.278615,0,0,11,0.000175,0,0.333333,1,0.083717
1488,1488,,4,4,29,0.063347,0.076679,121508.396859,0,0,7,0.00027,0,0,0,0.046751
1489,1489,,8,8,33,0.053453,0.067229,15062.590738,0,0,11,0.000409,0,0.142857,4,0.189883
1490,1490,,2,2,32,0.055204,0.066584,5716.210027,0,0,17,0.000162,0,0,0,0.031718
1491,1491,,4,4,32,0.056553,0.065745,33154.182542,0,0,14,0.000325,0,0,0,0.036595
1492,1492,,4,4,35,0.049308,0.056923,12997.2487,0,0,15,0.00032,0,0,0,0.030414
1493,1493,,2,2,34,0.051685,0.059791,16114.973481,0,0,15,0.000161,0,0,0,0.021605
1494,1494,,3,3,32,0.056794,0.066884,7408.015663,0,0,15,0.000245,0,0,0,0.028235
1495,1495,,3,3,34,0.053935,0.065483,13294.065202,0,0,11,0.000215,0,0,0,0.028466
1496,1496,,3,3,31,0.058579,0.071567,19744,0,0,12,0.000231,0,0.333333,1,0.054642
1497,1497,,2,2,33,0.055934,0.068537,7363.762137,0,0,15,0.00014,0,0,0,0.040222
1498,1498,,2,2,33,0.05603,0.068696,7273.889665,0,0,15,0.000143,0,0,0,0.038234
1499,1499,,5,5,31,0.061551,0.075867,89153.152823,0,0,15,0.000317,0,0,0,0.063734
1500,1500,,2,2,30,0.064997,0.079183,63904.345826,0,0,15,0.000134,0,0,0,0.036728
1501,1501,,2,2,31,0.054356,0.063071,6367.135517,0,0,12,0.000169,0,0,0,0.018459
1502,1502,,3,3,30,0.061721,0.077039,24132.068677,0,0,17,0.000198,0,0,0,0.072832
1503,1503,,1,1,38,0.044848,0.052065,0,0,0,11,0.000106,0,0,0,0.010452
1504,1504,,2,2,30,0.062313,0.078052,9293,0,0,12,0.000145,0,0,0,0.05558
1505,1505,,4,4,31,0.05864,0.072333,26698.908517,0,0,11,0.000277,0,0.166667,1,0.051179
1506,1506,,9,9,28,0.06907,0.089771,874999.497805,0,0,17,0.000551,0,0.027778,1,0.181257
1507,1507,,3,3,29,0.069569,0.087847,403041.533211,0,0,17,0.00018,0,0,0,0.081046
1508,1508,,2,2,32,0.053803,0.061826,4635.339726,0,0,4,0.000169,0,0,0,0.021008
1509,1509,,1,1,33,0.050729,0.057337,0,0,0,17,0.000106,0,0,0,0.009778
1510,1510,,3,3,32,0.053439,0.061849,21827.658701,0,0,17,0.000267,0,0,0,0.028252
1511,1511,,3,3,30,0.056744,0.067295,7788.065014,0,0,4,0.00023,0,0,0,0.033077
1512,1512,,5,5,27,0.06753,0.083919,580328.627564,0,0,4,0.000336,0,0,0,0.085865
1513,1513,,3,3,28,0.063437,0.076405,11632.53719,0,0,17,0.000239,0,0,0,0.033663
1514,1514,,1,1,29,0.064608,0.07945,0,0,0,17,0.000082,0,0,0,0.037073
1515,1515,,3,3,30,0.061709,0.076682,5065.432684,0,0,17,0.000227,0,0,0,0.057829
1516,1516,,4,4,33,0.052725,0.062921,14788.490163,0,0,17,0.000323,0,0,0,0.036762
1517,1517,,2,2,31,0.05626,0.062597,5888.796046,0,0,13,0.000174,0,0,0,0.018027
1518,1518,,2,2,32,0.054979,0.061607,3747.112341,0,0,13,0.000177,0,0,0,0.014339
1519,1519,,1,1,33,0.054305,0.063754,0,0,0,11,0.000102,0,0,0,0.009629
1520,1520,,2,2,33,0.054323,0.064081,8127.698631,0,0,11,0.000182,0,0,0,0.016334
1521,1521,,3,3,32,0.057423,0.069457,17966.531964,0,0,11,0.000254,0,0,0,0.027237
1522,1522,,3,3,32,0.055647,0.067197,135.946032,0,0,11,0.000203,0,0.333333,1,0.040072
1523,1523,,4,4,31,0.05974,0.070821,52583.726233,0,0,18,0.000295,0,0,0,0.046968
1524,1524,,5,5,31,0.060863,0.076106,56506.392186,0,0,12,0.000333,0,0,0,0.061059
1525,1525,,3,3,30,0.064744,0.083678,61244.883853,0,0,12,0.000186,0,0.333333,1,0.104637
1526,1526,,3,3,33,0.05289,0.063537,12984.471025,0,0,17,0.000234,0,0,0,0.035334
1527,1527,,2,2,33,0.056506,0.067847,1693.289774,0,0,17,0.00017,0,0,0,0.014979
1528,1528,,6,6,33,0.052324,0.062331,31577.230302,0,0,17,0.000463,0,0,0,0.053164
1529,1529,,2,2,32,0.055057,0.065361,17590.008716,0,0,17,0.000167,0,0,0,0.02374
1530,1530,,9,9,32,0.056039,0.07145,82272.082504,0,0,11,0.000509,0,0.055556,2,0.177426
1531,1531,,5,5,31,0.059297,0.077064,105778.32391,0,0,11,0.000277,0,0.1,1,0.141477
1532,1532,,3,3,31,0.057588,0.063823,64.64127,0,0,13,0.000206,0,0.333333,1,0.039069
1533,1533,,1,1,33,0.053066,0.064435,0,0,0,11,0.000078,0,0,0,0.036304
1534,1534,,1,1,33,0.054387,0.063058,0,0,0,15,0.000093,0,0,0,0.011187
1535,1535,,3,3,32,0.055008,0.066899,22194.305902,0,0,16,0.000227,0,0,0,0.0439
1536,1536,,3,3,33,0.053122,0.065016,5903.528998,0,0,11,0.000195,0,0,0,0.059196
1537,1537,,2,2,31,0.060026,0.071225,7250.764823,0,0,15,0.000157,0,0,0,0.029973
1538,1538,,1,1,33,0.056886,0.069809,0,0,0,11,0.000087,0,0,0,0.021245
1539,1539,,1,1,33,0.056886,0.069809,0,0,0,11,0.000087,0,0,0,0.021245
1540,1540,,3,3,32,0.060267,0.076497,72837.957686,0,0,11,0.000187,0,0,0,0.049323
1541,1541,,4,4,30,0.066624,0.08474,105887.229246,0,0,11,0.000235,0,0,0,0.074195
1542,1542,,3,3,37,0.047105,0.055828,4006.885813,0,0,16,0.000225,0,0,0,0.033722
1543,1543,,2,2,35,0.048757,0.055141,4822.058862,0,0,14,0.000174,0,0,0,0.016891
1544,1544,,2,2,33,0.05382,0.062475,226.965079,0,0,15,0.000159,0,0,0,0.02747
1545,1545,,2,2,34,0.050692,0.057348,76.616667,0,0,18,0.000169,0,0,0,0.018083
1546,1546,,2,2,31,0.054962,0.059141,4939,0,0,13,0.000223,0,0,0,0.011574
1547,1547,,7,7,32,0.05673,0.06724,36695.517663,0,0,15,0.000512,0,0,0,0.064715
1548,1548,,2,2,31,0.060024,0.071427,39633.663767,0,0,15,0.00015,0,0,0,0.039
1549,1549,,2,2,35,0.049703,0.057604,9197.060279,0,0,15,0.000166,0,0,0,0.01853
1550,1550,,2,2,32,0.056847,0.066806,4939,0,0,15,0.000181,0,0,0,0.021412
1551,1551,,2,2,34,0.052111,0.060392,8221.432059,0,0,15,0.000164,0,0,0,0.01933
1552,1552,,2,2,31,0.058675,0.072503,19517.317393,0,0,17,0.000149,0,0,0,0.030722
1553,1553,,2,2,30,0.058157,0.063177,9876,0,0,13,0.000203,0,0,0,0.015146
1554,1554,,9,9,31,0.061053,0.073698,207045.584821,0,0,18,0.000654,0,0,0,0.118513
1555,1555,,2,2,32,0.054268,0.061272,6297.847719,0,0,14,0.000189,0,0,0,0.013779
1556,1556,,2,2,37,0.047179,0.057136,1723.395557,0,0,11,0.000145,0,0,0,0.033891
1557,1557,,2,2,36,0.045942,0.052652,23.5,0,0,11,0.000178,0,0,0,0.013986
1558,1558,,2,2,34,0.050603,0.060731,0,0,0,11,0.000126,0,1,1,0.050816
1559,1559,,2,2,31,0.05816,0.07005,22400.808716,0,0,17,0.000167,0,0,0,0.020151
1560,1560,,2,2,36,0.047808,0.05466,7108.451233,0,0,15,0.000178,0,0,0,0.015969
1561,1561,,2,2,31,0.057372,0.065808,11223.847719,0,0,14,0.000183,0,0,0,0.014375
1562,1562,,3,3,31,0.057532,0.063618,3903.693434,0,0,13,0.000213,0,0.333333,1,0.038226
1563,1563,,3,3,33,0.052729,0.058598,7409.4,0,0,13,0.000235,0,0.333333,1,0.031127
1564,1564,,2,2,36,0.049103,0.058561,47.15,0,0,16,0.000153,0,0,0,0.023116
1565,1565,,2,2,36,0.047149,0.053879,567.648605,0,0,15,0.000173,0,0,0,0.017938
1566,1566,,3,3,33,0.055705,0.066922,9877,0,0,15,0.000267,0,0,0,0.032091
1567,1567,,1,1,34,0.052766,0.061578,0,0,0,15,0.000106,0,0,0,0.010447
1568,1568,,1,1,34,0.052766,0.061578,0,0,0,15,0.000106,0,0,0,0.010447
1569,1569,,2,2,36,0.049098,0.058512,36.4,0,0,16,0.000151,0,0,0,0.026194
1570,1570,,2,2,35,0.048499,0.055452,1162.694331,0,0,17,0.000178,0,0,0,0.015852
1571,1571,,2,2,31,0.055515,0.063375,2092.255947,0,0,17,0.000178,0,0,0,0.015527
1572,1572,,2,2,33,0.054478,0.06273,24.616667,0,0,18,0.000159,0,0,0,0.029123
1573,1573,,3,3,30,0.061513,0.071699,20200.858635,0,0,15,0.000213,0,0,0,0.035264
1574,1574,,3,3,31,0.05805,0.066778,7224.754509,0,0,15,0.000212,0,0,0,0.031119
1575,1575,,3,3,33,0.053368,0.061361,9556.753734,0,0,18,0.000235,0,0,0,0.03336
1576,1576,,2,2,32,0.052457,0.060364,33.795238,0,0,7,0.000158,0,0,0,0.021015
1577,1577,,2,2,32,0.055139,0.065486,118.583333,0,0,17,0.000164,0,0,0,0.019895
1578,1578,,2,2,36,0.04683,0.051725,9876,0,0,18,0.000199,0,0,0,0.015212
1579,1579,,3,3,29,0.062209,0.073306,24679,0,0,17,0.000259,0,0,0,0.043187
1580,1580,,2,2,29,0.062478,0.074341,9157.16441,0,0,15,0.000154,0,0,0,0.039672
1581,1581,,2,2,31,0.055333,0.062376,9876,0,0,17,0.000208,0,0,0,0.013697
1582,1582,,2,2,32,0.052433,0.058244,4939,0,0,17,0.000227,0,0,0,0.011254
1583,1583,,3,3,34,0.051364,0.058473,4855,0,0,15,0.00023,0,0.333333,1,0.024606
1584,1584,,7,7,34,0.050975,0.063098,26809.912562,0,0,11,0.000384,0,0.238095,5,0.106088
1585,1585,,2,2,34,0.051134,0.058613,6512.584399,0,0,15,0.000169,0,0,0,0.017482
1586,1586,,3,3,36,0.049093,0.058589,4930.55,0,0,16,0.000204,0,0.333333,1,0.042508
1587,1587,,2,2,35,0.049302,0.056864,120.67674,0,0,12,0.000187,0,0,0,0.014351
1588,1588,,2,2,34,0.051543,0.059749,3247.955774,0,0,12,0.000187,0,0,0,0.013889
1589,1589,,4,4,34,0.050728,0.061007,3252.396962,0,0,11,0.000246,0,0,0,0.046186
1590,1590,,2,2,35,0.0477,0.051788,2469,0,0,13,0.00018,0,0,0,0.015961
1591,1591,,2,2,32,0.056897,0.067427,867.20007,0,0,15,0.000149,0,0,0,0.033662
1592,1592,,2,2,31,0.054215,0.058841,4939,0,0,13,0.000224,0,0,0,0.011227
1593,1593,,2,2,31,0.054626,0.064014,3452.917178,0,0,7,0.000155,0,0,0,0.023814
1594,1594,,2,2,31,0.056684,0.067507,6135.190079,0,0,4,0.000162,0,0,0,0.044733
1595,1595,,1,1,33,0.053685,0.061633,0,0,0,15,0.000093,0,0,0,0.018795
1596,1596,,2,2,34,0.051657,0.05843,3636.362974,0,0,18,0.000168,0,0,0,0.020141
1597,1597,,1,1,35,0.047169,0.053616,0,0,0,15,0.000103,0,0,0,0.009385
1598,1598,,3,3,34,0.049504,0.057566,11248.615971,0,0,15,0.000256,0,0,0,0.025126
1599,1599,,3,3,35,0.048512,0.058211,153.822619,0,0,11,0.000179,0,0.333333,1,0.051969
1600,1600,,4,4,32,0.057323,0.06861,13074.714133,0,0,15,0.000245,0,0,0,0.056115
1601,1601,,3,3,33,0.054298,0.063931,8673.446878,0,0,15,0.000209,0,0,0,0.03313
1602,1602,,3,3,34,0.051807,0.060809,2024.411778,0,0,15,0.0002,0,0,0,0.037062
1603,1603,,2,2,36,0.045932,0.051994,65.083333,0,0,15,0.000176,0,0,0,0.01644
1604,1604,,3,3,36,0.048551,0.057399,6055.389153,0,0,16,0.000241,0,0,0,0.02279
1605,1605,,4,4,34,0.052164,0.061678,7608.820161,0,0,15,0.000274,0,0.166667,1,0.041011
1606,1606,,1,1,38,0.042821,0.046264,0,0,0,18,0.000124,0,0,0,0.006297
1607,1607,,2,2,36,0.046883,0.054057,249.420628,0,0,16,0.000176,0,0,0,0.014293
1608,1608,,2,2,36,0.044808,0.050143,4939,0,0,15,0.000215,0,0,0,0.011689
1609,1609,,4,4,32,0.057245,0.067919,6480.40585,0,0,15,0.00025,0,0,0,0.048563
1610,1610,,1,1,32,0.05578,0.067613,0,0,0,11,0.000089,0,0,0,0.013982
1611,1611,,2,2,34,0.050981,0.05772,9162.944996,0,0,14,0.000172,0,0,0,0.01914
1612,1612,,3,3,38,0.04447,0.051384,2400.785117,0,0,16,0.000258,0,0,0,0.02163
1613,1613,,2,2,37,0.044326,0.051329,1764.182474,0,0,16,0.000179,0,0,0,0.01772
1614,1614,,3,3,33,0.053172,0.064269,2408.502761,0,0,11,0.000193,0,0,0,0.04401
1615,1615,,2,2,30,0.058172,0.063266,4698.437729,0,0,13,0.00019,0,0,0,0.015536
1616,1616,,2,2,38,0.044976,0.051998,20.1,0,0,16,0.000176,0,0,0,0.014685
1617,1617,,2,2,34,0.050769,0.060746,0,0,0,16,0.000163,0,1,1,0.019701
1618,1618,,2,2,34,0.05089,0.058571,5936.810998,0,0,17,0.000179,0,0,0,0.014529
1619,1619,,2,2,33,0.053494,0.066228,31835.475696,0,0,16,0.000156,0,0,0,0.036083
1620,1620,,3,3,33,0.053483,0.066154,9876,0,0,16,0.000224,0,0.333333,1,0.043628
1621,1621,,2,2,32,0.056539,0.065308,15.666667,0,0,14,0.000171,0,0,0,0.020623
1622,1622,,5,5,31,0.060271,0.073321,55076.244975,0,0,15,0.000348,0,0,0,0.061253
1623,1623,,5,5,32,0.056911,0.068134,24404.791065,0,0,15,0.000334,0,0,0,0.058736
1624,1624,,2,2,32,0.055539,0.06672,74.418803,0,0,12,0.000138,0,0,0,0.039389
1625,1625,,2,2,32,0.055611,0.066263,5938.64443,0,0,12,0.00017,0,0,0,0.021974
1626,1626,,2,2,36,0.049085,0.058305,2454.695238,0,0,16,0.000145,0,0,0,0.028784
1627,1627,,2,2,37,0.046154,0.053179,3037.760304,0,0,16,0.000177,0,0,0,0.016064
1628,1628,,2,2,33,0.052682,0.061367,5370.975882,0,0,12,0.000185,0,0,0,0.015049
1629,1629,,2,2,31,0.057059,0.065499,7210.387629,0,0,4,0.000151,0,0,0,0.028007
1630,1630,,2,2,31,0.05858,0.071421,19299.024118,0,0,12,0.000162,0,0,0,0.039413
1631,1631,,2,2,31,0.058199,0.070486,3793.031258,0,0,17,0.000158,0,0,0,0.027477
1632,1632,,2,2,32,0.057397,0.069395,4237.533248,0,0,12,0.000147,0,0,0,0.027563
1633,1633,,3,3,35,0.049782,0.058197,9283.02827,0,0,15,0.000241,0,0,0,0.024665
1634,1634,,2,2,33,0.052675,0.061262,9876,0,0,12,0.000202,0,0,0,0.014301
1635,1635,,2,2,33,0.053503,0.060681,13448.152281,0,0,14,0.000189,0,0,0,0.015631
1636,1636,,2,2,34,0.049702,0.057173,14811,0,0,17,0.000203,0,0,0,0.015022
1637,1637,,1,1,36,0.04521,0.050418,0,0,0,17,0.000122,0,0,0,0.008003
1638,1638,,2,2,33,0.054093,0.063764,1887.20691,0,0,15,0.000152,0,0,0,0.035815
1639,1639,,2,2,34,0.050044,0.057188,4939,0,0,12,0.000218,0,0,0,0.011739
1640,1640,,2,2,34,0.050084,0.054791,3,0,0,13,0.000184,0,0,0,0.013625
1641,1641,,1,1,31,0.055769,0.061111,0,0,0,13,0.000099,0,0,0,0.011267
1642,1642,,2,2,33,0.052728,0.058487,4948.333333,0,0,13,0.00017,0,0,0,0.022053
1643,1643,,2,2,34,0.052159,0.061343,1105.790622,0,0,15,0.000151,0,0,0,0.02219
1644,1644,,4,4,37,0.045568,0.053321,5326.36353,0,0,16,0.000316,0,0,0,0.033117
1645,1645,,2,2,37,0.044736,0.048877,4939,0,0,18,0.000221,0,0,0,0.01158
1646,1646,,2,2,31,0.063662,0.081878,175237.84982,0,0,16,0.00014,0,0,0,0.054605
1647,1647,,2,2,31,0.056422,0.066336,4939,0,0,17,0.000192,0,0,0,0.039379
1648,1648,,2,2,35,0.050819,0.060448,6579.696761,0,0,16,0.000159,0,0,0,0.022223
1649,1649,,4,4,33,0.053379,0.065936,5665.176293,0,0,11,0.000257,0,0,0,0.060249
1650,1650,,2,2,33,0.056393,0.067464,1040.800502,0,0,12,0.000171,0,0,0,0.015972
1651,1651,,2,2,33,0.052356,0.059256,1190.612979,0,0,15,0.000166,0,0,0,0.021401
1652,1652,,2,2,35,0.049565,0.056667,5209.623554,0,0,15,0.000172,0,0,0,0.015084
1653,1653,,5,5,32,0.057584,0.068095,127283.194376,0,0,18,0.000359,0,0,0,0.07229
1654,1654,,3,3,34,0.050561,0.060036,21.694444,0,0,11,0.0002,0,0,0,0.035092
1655,1655,,1,1,37,0.046809,0.054611,0,0,0,16,0.000095,0,0,0,0.015239
1656,1656,,1,1,37,0.046809,0.054611,0,0,0,16,0.000095,0,0,0,0.015239
1657,1657,,1,1,30,0.058566,0.067043,0,0,0,17,0.000104,0,0,0,0.012255
1658,1658,,2,2,32,0.056298,0.065033,10659.553426,0,0,18,0.000163,0,0,0,0.023954
1659,1659,,2,2,31,0.055122,0.059659,42.416667,0,0,13,0.000193,0,0,0,0.013684
1660,1660,,2,2,30,0.056258,0.064648,5950.197297,0,0,4,0.000164,0,0,0,0.017971
1661,1661,,3,3,34,0.051903,0.061323,3157.488634,0,0,15,0.0002,0,0,0,0.03564
1662,1662,,4,4,33,0.054036,0.064094,10011.707674,0,0,15,0.000269,0,0,0,0.046268
1663,1663,,2,2,34,0.050064,0.057445,482.309216,0,0,12,0.00019,0,0,0,0.015253
1664,1664,,2,2,36,0.04836,0.05644,7917.776971,0,0,16,0.000172,0,0,0,0.016932
1665,1665,,2,2,34,0.050689,0.057253,54.45,0,0,18,0.000173,0,0,0,0.015899
1666,1666,,2,2,31,0.059893,0.070546,23300.152281,0,0,14,0.000173,0,0,0,0.024867
1667,1667,,2,2,32,0.056518,0.065116,18374.152281,0,0,14,0.000184,0,0,0,0.015445
1668,1668,,2,2,33,0.054415,0.06189,1,0,0,18,0.000177,0,0,0,0.017693
1669,1669,,2,2,33,0.054452,0.062405,4529.952889,0,0,18,0.000161,0,0,0,0.023414
1670,1670,,3,3,32,0.057581,0.067682,13414.710804,0,0,18,0.000221,0,0,0,0.055523
1671,1671,,2,2,35,0.049058,0.054082,4939,0,0,13,0.000227,0,0,0,0.011524
1672,1672,,1,1,34,0.051585,0.0574,0,0,0,13,0.000112,0,0,0,0.008476
1673,1673,,2,2,37,0.046818,0.054972,0,0,0,16,0.000158,0,1,1,0.030765
1674,1674,,2,2,35,0.049123,0.057391,5078.452302,0,0,16,0.000168,0,0,0,0.017209
1675,1675,,1,1,36,0.045955,0.052632,0,0,0,11,0.000113,0,0,0,0.006695
1676,1676,,2,2,32,0.055098,0.065603,9876,0,0,17,0.000184,0,0,0,0.019816
1677,1677,,3,3,31,0.058307,0.071794,15553.488095,0,0,17,0.000228,0,0,0,0.051145
1678,1678,,2,2,33,0.054367,0.064307,291.18537,0,0,11,0.000167,0,0,0,0.015756
1679,1679,,2,2,33,0.053337,0.06478,7875.589819,0,0,11,0.000134,0,0,0,0.029341
1680,1680,,2,2,35,0.049591,0.057028,5754.79406,0,0,15,0.00016,0,0,0,0.018706
1681,1681,,2,2,35,0.051029,0.059229,4939,0,0,12,0.000215,0,0,0,0.012869
1682,1682,,2,2,36,0.049089,0.058255,5657.718161,0,0,16,0.000169,0,0,0,0.017436
1683,1683,,1,1,33,0.050704,0.05701,0,0,0,17,0.000121,0,0,0,0.006804
1684,1684,,2,2,31,0.058607,0.072031,48464.642434,0,0,17,0.000154,0,0,0,0.03124
1685,1685,,6,6,32,0.056369,0.066446,35173.089733,0,0,18,0.000428,0,0,0,0.06806
1686,1686,,2,2,35,0.047189,0.053994,1429.449304,0,0,15,0.000178,0,0,0,0.016536
1687,1687,,5,5,36,0.049105,0.05908,12416.240873,0,0,16,0.000368,0,0.1,1,0.052864
1688,1688,,1,1,37,0.046807,0.054613,0,0,0,16,0.000093,0,0,0,0.015525
1689,1689,,5,5,32,0.055659,0.062931,38790.039323,0,0,13,0.000372,0,0.1,1,0.050337
1690,1690,,3,3,32,0.057204,0.067486,19560.362121,0,0,15,0.000205,0,0,0,0.034439
1691,1691,,3,3,33,0.054118,0.062517,14636.612121,0,0,15,0.000221,0,0.333333,1,0.027693
1692,1692,,2,2,32,0.057115,0.068201,8635.777126,0,0,15,0.000154,0,0,0,0.027998
1693,1693,,2,2,33,0.053294,0.060354,4893.560714,0,0,18,0.000181,0,0,0,0.014915
1694,1694,,2,2,33,0.052314,0.061682,14.333333,0,0,17,0.000164,0,0,0,0.025962
1695,1695,,2,2,34,0.049724,0.057571,4939,0,0,17,0.000191,0,0,0,0.02109
1696,1696,,2,2,30,0.058552,0.064179,5211.978938,0,0,13,0.000188,0,0,0,0.013806
1697,1697,,1,1,33,0.053376,0.060414,0,0,0,18,0.0001,0,0,0,0.012112
1698,1698,,2,2,33,0.054857,0.065037,11097.505031,0,0,15,0.000162,0,0,0,0.026199
1699,1699,,3,3,33,0.054874,0.065524,12953.073674,0,0,15,0.000212,0,0,0,0.039963
1700,1700,,2,2,34,0.050769,0.060746,0,0,0,16,0.000163,0,1,1,0.019701
1701,1701,,2,2,30,0.057321,0.06289,9876,0,0,13,0.000204,0,0,0,0.013407
1702,1702,,3,3,37,0.046812,0.054958,73.966667,0,0,16,0.000213,0,0,0,0.031568
1703,1703,,3,3,34,0.050813,0.05709,9905.333333,0,0,14,0.000282,0,0,0,0.020721
1704,1704,,2,2,36,0.047214,0.052562,0.5,0,0,15,0.000173,0,0,0,0.015824
1705,1705,,2,2,33,0.056626,0.068531,298.978571,0,0,12,0.000168,0,0,0,0.025273
1706,1706,,2,2,35,0.048168,0.056379,4939,0,0,11,0.000194,0,0,0,0.015243
1707,1707,,2,2,30,0.056344,0.065132,4936,0,0,4,0.000169,0,0,0,0.020385
1708,1708,,2,2,33,0.053741,0.062255,4145.344853,0,0,15,0.000156,0,0,0,0.032571
1709,1709,,4,4,31,0.058099,0.066924,20216.682196,0,0,15,0.000321,0,0,0,0.032036
1710,1710,,2,2,36,0.047024,0.05339,4511.74623,0,0,15,0.000177,0,0,0,0.017869
1711,1711,,2,2,34,0.050089,0.054928,2472.6,0,0,13,0.000176,0,0,0,0.016134
1712,1712,,2,2,36,0.045943,0.052654,26.666667,0,0,11,0.000181,0,0,0,0.014127
1713,1713,,3,3,32,0.055285,0.067205,10848.548413,0,0,17,0.000245,0,0,0,0.042768
1714,1714,,2,2,33,0.052741,0.058588,6800.439323,0,0,18,0.00017,0,0,0,0.022058
1715,1715,,2,2,36,0.0481,0.056115,770.453304,0,0,16,0.00017,0,0,0,0.016207
1716,1716,,3,3,34,0.050088,0.055026,14811.5,0,0,13,0.000253,0,0,0,0.023558
1717,1717,,2,2,35,0.048284,0.057728,2212.74629,0,0,11,0.000153,0,0,0,0.027822
1718,1718,,1,1,33,0.053503,0.060392,0,0,0,14,0.000115,0,0,0,0.006955
1719,1719,,2,2,34,0.053605,0.063409,116.778571,0,0,12,0.000176,0,0,0,0.019629
1720,1720,,1,1,32,0.057541,0.066745,0,0,0,18,0.000092,0,0,0,0.028719
1721,1721,,3,3,33,0.053858,0.062984,14065.894338,0,0,15,0.000225,0,0,0,0.032663
1722,1722,,2,2,34,0.051323,0.059685,578.140898,0,0,15,0.000151,0,0,0,0.024335
1723,1723,,2,2,33,0.053637,0.062747,213.659921,0,0,17,0.000168,0,0,0,0.018436
1724,1724,,2,2,35,0.049552,0.055991,2469,0,0,15,0.000168,0,0,0,0.020731
1725,1725,,4,4,33,0.054384,0.064614,9297.062813,0,0,15,0.000245,0,0,0,0.058934
1726,1726,,3,3,33,0.05424,0.063598,21750.246195,0,0,15,0.000206,0,0,0,0.03693
1727,1727,,2,2,31,0.056423,0.066387,9876,0,0,17,0.000187,0,0,0,0.041046
1728,1728,,2,2,32,0.05343,0.061627,370.389295,0,0,17,0.000177,0,0,0,0.022466
1729,1729,,2,2,32,0.055346,0.065552,14371.024118,0,0,12,0.000179,0,0,0,0.017469
1730,1730,,2,2,31,0.055718,0.062052,7405.496418,0,0,4,0.00019,0,0,0,0.013404
1731,1731,,2,2,32,0.055181,0.066431,4920.416667,0,0,17,0.000161,0,0,0,0.032477
1732,1732,,3,3,34,0.052299,0.061915,7081.025926,0,0,15,0.000221,0,0,0,0.028256
